school_number,school_name,instruction_type,charter_type,school_street_address,school_city,school_state,school_zip,school_site_street_address,school_site_city,school_site_state,school_site_zip,school_phone,school_fax,school_email_address,school_web_page_address,school_principal,grade_range,enrollment_as_of_oct_2012,school_status,school_status_date,update_date
'174903101,GARRISON ELEMENTARY,REGULAR INSTRUCTIONAL,,459 N US HWY 59,GARRISON,TX,75946-2503,459 N US HWY 59,GARRISON,TX,75946-2503,(936) 347-7010,(936) 347-7004,mcknightl@garrisonisd.com,www.garrisonisd.com,MR LISA MCKNIGHT   ,'EE-05,359,Active, ,7/24/13 5:35
'174904101,BROOKS-QUINN-JONES EL,REGULAR INSTRUCTIONAL,,DRAWER 631521,NACOGDOCHES,TX,75963-1521,907 N SANDERS ST,NACOGDOCHES,TX,75964-3664,(936) 569-5040 ext:8324,(936) 569-5796,jkegler@nacisd.org,www.nacisd.org,MR JONATHON KEGLER   ,'EE-05,838,Active, ,7/24/13 5:35
'174908101,CENTRAL HEIGHTS EL,REGULAR INSTRUCTIONAL,,10317 US HWY 259 N,NACOGDOCHES,TX,75965,10317 US HWY 259 N,NACOGDOCHES,TX,75965,(936) 552-3424,(936) 569-6889,jana.muckleroy@centralhts.net,,MRS JANA MUCKLEROY   ,'EE-05,546,Active,7/1/90,7/24/13 5:35
'175903107,CARROLL EL,REGULAR INSTRUCTIONAL,,1101 E 13TH AVE,CORSICANA,TX,75110-7523,1101 E 13TH AVE,CORSICANA,TX,75110-7523,(903) 872-3074,(903) 874-5396,dfrost@cisd.org,,DR YVONNE JOHNSON   ,'EE-05,777,Active, ,7/24/13 5:35
'176902104,NEWTON EL,REGULAR INSTRUCTIONAL,,414 N MAIN ST,NEWTON,TX,75966,416 E ST,NEWTON,TX,75966,(409) 379-2491,(409) 379-2801,,,MRS PENNY COLTON   ,'EE-05,511,Active, ,7/24/13 5:35
'178901101,AGUA DULCE ELEMENTARY SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 250,AGUA DULCE,TX,78330-0250,1 LONGHORN DR,AGUA DULCE,TX,78330-0250,(361) 998-2335,(361) 998-2333,ppillack@adisd.esc2.net,,MRS PENNY PILLACK   ,'EE-05,165,Active, ,7/24/13 5:35
'178904103,CALK EL,REGULAR INSTRUCTIONAL,,4621 MARIE,CORPUS CHRISTI,TX,78411-3521,4621 MARIE,CORPUS CHRISTI,TX,78411-3521,(361) 878-2880,(361) 878-1814,susan.bateman@ccisd.us,,MS SUSAN BATEMAN   ,'EE-05,345,Active, ,7/24/13 5:35
'178904108,CROCKETT EL,REGULAR INSTRUCTIONAL,,2625 BELTON ST,CORPUS CHRISTI,TX,78416-1697,2625 BELTON ST,CORPUS CHRISTI,TX,78416-1697,(361) 878-2220,(361) 878-2366,aurelia.barrera@ccisd.us,,MS AURELIA BARRERA   ,'EE-05,538,Active, ,7/24/13 5:35
'178904111,FANNIN EL,REGULAR INSTRUCTIONAL,,2730 GOLLIHAR,CORPUS CHRISTI,TX,78415-5299,2730 GOLLIHAR,CORPUS CHRISTI,TX,78415-5299,(361) 878-2260,(361) 878-1820,deborah.scates@ccisd.us,,MS DEBBIE SCATES   ,'EE-05,561,Active, ,7/24/13 5:35
'178904123,MEADOWBROOK EL,REGULAR INSTRUCTIONAL,,901 MEADOWBROOK,CORPUS CHRISTI,TX,78412-3375,901 MEADOWBROOK,CORPUS CHRISTI,TX,78412-3375,(361) 878-2620,(361) 994-3650,latricia.johnson@ccisd.us,,DR LATRICIA JOHNSON   ,'EE-05,569,Active, ,7/24/13 5:35
'178904124,MENGER EL,REGULAR INSTRUCTIONAL,,2401 S ALAMEDA,CORPUS CHRISTI,TX,78404-2995,2401 S ALAMEDA,CORPUS CHRISTI,TX,78404-2995,(361) 878-2640,(361) 886-9880,christine.marroquin@ccisd.us,,DR CHRISTINE MARROQUIN   ,'EE-05,397,Active, ,7/24/13 5:35
'178904132,SCHANEN ESTATES EL,REGULAR INSTRUCTIONAL,,5717 KILLARMET,CORPUS CHRISTI,TX,78413-3598,5717 KILLARMET,CORPUS CHRISTI,TX,78413-3598,(361) 878-2940,(361) 878-1830,pamela.wright@ccisd.us,,MS PAMELA WRIGHT   ,'EE-05,466,Active, ,7/24/13 5:35
'178904136,TRAVIS EL,REGULAR INSTRUCTIONAL,,3210 CHURCHILL DR,CORPUS CHRISTI,TX,78415-4400,3210 CHURCHILL DR,CORPUS CHRISTI,TX,78415-4400,(361) 878-2700,(361) 844-0341,george.lerma@ccisd.us,,MR GEORGE LERMA   ,'EE-05,505,Active, ,7/24/13 5:35
'178904142,ZAVALA EL,REGULAR INSTRUCTIONAL,,3102 HIGHLAND,CORPUS CHRISTI,TX,78405-2602,3102 HIGHLAND,CORPUS CHRISTI,TX,78405-2602,(361) 878-2720,(361) 886-9884,christina.barrera@ccisd.us,,MS CHRISTINA BARRERA   ,'EE-05,881,Active, ,7/24/13 5:35
'178904150,GALVAN EL,REGULAR INSTRUCTIONAL,,3126 MASTERSON,CORPUS CHRISTI,TX,78415-2473,3126 MASTERSON,CORPUS CHRISTI,TX,78415-2473,(361) 878-2800,(361) 878-1821,patti.heiland@ccisd.us,,MS PATTI HEILAND   ,'EE-05,640,Active,2/23/90,7/24/13 5:35
'178904152,BARNES EL,REGULAR INSTRUCTIONAL,,2829 OSO PKWY,CORPUS CHRISTI,TX,78414-4007,2829 OSO PKWY,CORPUS CHRISTI,TX,78414-4007,(361) 994-5051,(361) 994-0860,lisa.bowers@ccisd.us,,MS LISA BOWERS   ,'EE-05,553,Active,8/14/92,7/24/13 5:35
'178908101,OLSEN EL,REGULAR INSTRUCTIONAL,,100 STA ST,PORT ARANSAS,TX,78373-5223,100 STA ST,PORT ARANSAS,TX,78373-5223,(361) 749-1212,(361) 749-1219,nelson@paisd.net,www.paisd.net,MRS GINA MCKEEVER   ,'EE-05,225,Active, ,7/24/13 5:35
'184901101,POOLVILLE EL,REGULAR INSTRUCTIONAL,,P O BOX 96,POOLVILLE,TX,76487-0096,16025 FM 920,POOLVILLE,TX,76487-0096,(817) 599-3308,(817) 599-6593,kpierce@poolville.net,www.poolville.net,MRS KATHY PIERCE   ,'EE-05,242,Active,7/1/98,7/24/13 5:35
'184909101,BROCK EL,REGULAR INSTRUCTIONAL,,410 EAGLE SPIRIT LN,BROCK,TX,76087-9636,100 GRINDSTONE RD,BROCK,TX,76087-9636,(817) 594-8017,(817) 599-5117,chook@brockisd.net,www.brockisd.net,MRS DEEANN MILLS   ,'EE-05,466,Active,8/10/92,7/24/13 5:35
'185901101,BOVINA EL,REGULAR INSTRUCTIONAL,,P O BOX 70,BOVINA,TX,79009-0070,500 HALSELL ST,BOVINA,TX,79009-0070,(806) 251-1316 ext:231 ,(806) 251-1578,dawn.watson@region16.net,www.bovinaisd.org,MRS DAWN WATSON   ,'EE-05,258,Active, ,7/24/13 5:35
'185902101,FARWELL EL,REGULAR INSTRUCTIONAL,,P O BOX F,FARWELL,TX,79325-0235,601 AVE G,FARWELL,TX,79325-0235,(806) 481-9131,(806) 481-3255,mbarnes@farwellschools.org,,MARK BARNES   ,'EE-05,299,Active, ,7/24/13 5:35
'186903101,IRAAN EL,REGULAR INSTRUCTIONAL,,P O BOX 486,IRAAN,TX,79744-0486,100 S FARR ST,IRAAN,TX,79744-0486,(432) 639-2512,(432) 639-2501,blake.andrews@isisd.net,isisd.esc18.net,MS BLAKE ANDREWS   ,'EE-05,203,Active, ,7/24/13 5:35
'188901101,AVONDALE EL,REGULAR INSTRUCTIONAL,,1500 AVONDALE,AMARILLO,TX,79106-4421,1500 AVONDALE,AMARILLO,TX,79106-4421,(806) 326-4000,(806) 354-4498,casey.newman@amaisd.org,,MRS CASEY NEWMAN   ,'EE-05,531,Active, ,7/24/13 5:35
'188901102,BELMAR EL,REGULAR INSTRUCTIONAL,,6324 ADIRONDACK,AMARILLO,TX,79106-2636,6324 ADIRONDACK,AMARILLO,TX,79106-2636,(806) 326-4050,(806) 354-5081,shirley.thomas@amaisd.org,www.amaisd.org/belmar,MRS SHIRLEY THOMAS   ,'EE-05,369,Active, ,7/24/13 5:35
'188901103,BIVINS EL,REGULAR INSTRUCTIONAL,,1500 S FANNIN,AMARILLO,TX,79102-2498,1500 S FANNIN,AMARILLO,TX,79102-2498,(806) 371-5620,(806) 371-6133,tim.white@amaisd.org,www.amaisd.org/bivins/index.htm,MR TIM WHITE   ,'EE-05,550,Active, ,7/24/13 5:35
'188901104,CORONADO EL,REGULAR INSTRUCTIONAL,,3210 WIMBERLY RD,AMARILLO,TX,79109-3422,3210 WIMBERLY RD,AMARILLO,TX,79109-3422,(806) 354-4600,(806) 356-4821,randalyn.huyck@amaisd.org,,MRS RANDALYN HUYCK   ,'EE-05,465,Active, ,7/24/13 5:35
'188901105,EASTRIDGE EL,REGULAR INSTRUCTIONAL,,1314 EVERGREEN,AMARILLO,TX,79107-7535,1314 EVERGREEN,AMARILLO,TX,79107-7535,(806) 326-4300,(806) 381-7333,genie.baca@amaisd.org,www.amaisd.org/eastridge,MS GENEVIEVE BACA   ,'EE-05,762,Active, ,7/24/13 5:35
'188901106,EMERSON EL,REGULAR INSTRUCTIONAL,,600 N CLEVELAND,AMARILLO,TX,79107-5394,600 N CLEVELAND,AMARILLO,TX,79107-5394,(806) 326-4350,(806) 371-5829,melissa.schooler@amaisd.org,www.amaisd.org/emerson,MRS MELISSA C SCHOOLER   ,'EE-05,644,Active, ,7/24/13 5:35
'188901107,FOREST HILL EL,REGULAR INSTRUCTIONAL,,3515 AMARILLO BLVD E,AMARILLO,TX,79107-5735,3515 AMARILLO BLVD E,AMARILLO,TX,79107-5735,(806) 326-4400,(806) 381-7221,lawana.pulliam@amaisd.org,www.amaisd.org/foresthill,MRS LAWANA PULLIAM   ,'EE-05,623,Active, ,7/24/13 5:35
'188901108,GLENWOOD EL,REGULAR INSTRUCTIONAL,,2407 S HOUSTON,AMARILLO,TX,79103-2509,2407 S HOUSTON,AMARILLO,TX,79103-2509,(806) 326-4450, ,brandy.self@amaisd.org,www.amaisd.org/glenwood,MRS BRANDY SELF   ,'EE-05,356,Active, ,7/24/13 5:35
'188901109,HAMLET EL,REGULAR INSTRUCTIONAL,,705 SYCAMORE,AMARILLO,TX,79107-2044,705 SYCAMORE,AMARILLO,TX,79107-2044,(806) 381-7230,(806) 381-7366,kym.daniel@amaisd.org,www.amaisd.org/hamlet,MRS KYM DANIEL   ,'EE-05,398,Active, ,7/24/13 5:35
'188901111,HUMPHREY'S HIGHLAND EL,REGULAR INSTRUCTIONAL,,3901 SE 15TH AVE,AMARILLO,TX,79104-3020,3900 E 13TH,AMARILLO,TX,79104-3020,(806) 371-5665,(806) 371-5822,debby.rutherford@amaisd.org,www.amaisd.org/hhighland,MRS DEBBY RUTHERFORD   ,'EE-05,674,Active, ,7/24/13 5:35
'188901112,LAMAR EL,REGULAR INSTRUCTIONAL,,3800 LIPSCOMB,AMARILLO,TX,79110-1206,3800 LIPSCOMB,AMARILLO,TX,79110-1206,(806) 326-4600, ,melody.fox@amaisd.org,www.amaisd.org/lamar,MRS MELODY FOX   ,'EE-05,314,Active, ,7/24/13 5:35
'188901113,LANDERGIN EL,REGULAR INSTRUCTIONAL,,3209 S TAYLOR,AMARILLO,TX,79110-1038,3209 S TAYLOR,AMARILLO,TX,79110-1038,(806) 371-5675,(806) 371-6035,kimberly.lackey@amaisd.org,www.amaisd.org/landergin,MRS KIMBERLY LACKEY   ,'EE-05,336,Active, ,7/24/13 5:35
'188901114,LAWNDALE EL,REGULAR INSTRUCTIONAL,,2215 S BIVINS,AMARILLO,TX,79103-4316,2215 S BIVINS,AMARILLO,TX,79103-4316,(806) 326-4700,(806) 371-5687,bama.coward@amaisd.org,,MRS BAMA COWARD   ,'EE-05,378,Active, ,7/24/13 5:35
'188901115,LEE EL,REGULAR INSTRUCTIONAL,,119 N E 15TH,AMARILLO,TX,79107-3101,119 N E 15TH,AMARILLO,TX,79107-3101,(806) 326-4750,(806) 371-6046,roscoe.guest@amaisd.org,,MR ROSCOE GUEST   ,'EE-05,326,Active, ,7/24/13 5:35
'188901119,OAK DALE EL,REGULAR INSTRUCTIONAL,,2711 S HILL,AMARILLO,TX,79103-6516,2711 S HILL,AMARILLO,TX,79103-6516,(806) 326-4850,(806) 371-6106,virginia.smith@amaisd.org,www.amaisd.org/oakdale,MRS VIRGINIA SMITH   ,'EE-05,457,Active, ,7/24/13 5:35
'188901120,OLSEN PARK EL,REGULAR INSTRUCTIONAL,,2409 ANNA,AMARILLO,TX,79106-4745,2409 ANNA,AMARILLO,TX,79106-4745,(806) 354-4610, ,alan.nickson@amaisd.org,,MR ALAN NICKSON   ,'EE-05,461,Active, ,7/24/13 5:35
'188901121,PARAMOUNT TERRACE EL,REGULAR INSTRUCTIONAL,,3906 W 40TH,AMARILLO,TX,79109-5512,3906 W 40TH,AMARILLO,TX,79109-5512,(806) 354-4620,(806) 354-4623,kris.schellhamer@amaisd.org,www.amaisd.org/Paramount,MRS KRIS SCHELLHAMER   ,'EE-05,334,Active, ,7/24/13 5:35
'188901122,PLEASANT VALLEY EL,REGULAR INSTRUCTIONAL,,4413 RIVER RD,AMARILLO,TX,79108-5203,4413 RIVER DR,AMARILLO,TX,79108-5203,(806) 326-5000,(806) 381-7372,lisa.neese@amaisd.org,www.amaisd.org/pvalley,MS LISA NEESE   ,'EE-05,303,Active, ,7/24/13 5:35
'188901123,RIDGECREST EL,REGULAR INSTRUCTIONAL,,5306 W 37TH,AMARILLO,TX,79109-4299,5306 W 37TH,AMARILLO,TX,79109-4299,(806) 326-5100,(806) 356-4835,curtis.crump@amaisd.org,www.amaisd.org/ridgecrest,DR CURTIS CRUMP   ,'EE-05,494,Active, ,7/24/13 5:35
'188901124,ROGERS EL,REGULAR INSTRUCTIONAL,,920 N MIRROR,AMARILLO,TX,79107-6736,920 N MIRROR,AMARILLO,TX,79107-6736,(806) 326-5150,(806) 371-5718,terri.huseman@amaisd.org,www.amaisd.org/rogers,MRS TERRI A HUSEMAN   ,'EE-05,599,Active, ,7/24/13 5:35
'188901125,SANBORN EL,REGULAR INSTRUCTIONAL,,700 S ROBERTS,AMARILLO,TX,79102-5561,700 S ROBERTS,AMARILLO,TX,79102-5561,(806) 371-5750, ,margaret.mehringer@amaisd.org,www.amaisd.org/sanborn,MRS MARGARET MEHRINGER   ,'EE-05,656,Active, ,7/24/13 5:35
'188901126,SAN JACINTO EL,REGULAR INSTRUCTIONAL,,3400 W 4TH,AMARILLO,TX,79106-7999,3400 W 4TH,AMARILLO,TX,79106-7999,(806) 371-5760,(806) 371-5843,mike.manchee@amaisd.org,,MR MIKE MANCHEE   ,'EE-05,734,Active, ,7/24/13 5:35
'188901127,SOUTH GEORGIA EL,REGULAR INSTRUCTIONAL,,5018 SUSAN DR,AMARILLO,TX,79110-2331,5018 SUSAN DR,AMARILLO,TX,79110-2331,(806) 326-5350,(806) 356-0311,chad.huseman@amaisd.org,www.amaisd.org/southgeorgia,MR CHAD HUSEMAN   ,'EE-05,442,Active, ,7/24/13 5:35
'188901128,SOUTH LAWN EL,REGULAR INSTRUCTIONAL,,4719 S BOWIE,AMARILLO,TX,79110-2505,4719 S BOWIE,AMARILLO,TX,79110-2505,(806) 354-4670,(806) 356-4879,lisa.morgan@amaisd.org,www.amaisd.org/southlawn,MRS LISA MORGAN   ,'EE-05,418,Active, ,7/24/13 5:35
'188901130,SUNRISE EL,REGULAR INSTRUCTIONAL,,5123 E 14TH,AMARILLO,TX,79104-4301,5123 E 14TH,AMARILLO,TX,79104-4301,(806) 371-5770,(806) 371-5771,david.manchee@amaisd.org,www.amaisd.org/sunrise,MR DAVID MANCHEE   ,'EE-05,345,Active, ,7/24/13 5:35
'188901131,WESTERN PLATEAU EL,REGULAR INSTRUCTIONAL,,4927 SHAWNEE,AMARILLO,TX,79109-6119,4927 SHAWNEE,AMARILLO,TX,79109-6119,(806) 326-5550,(806) 356-4872,leslie.callahan@amaisd.org,www.amaisd.org/wplateau,MRS LESLIE CALLAHAN   ,'EE-05,376,Active, ,7/24/13 5:35
'188901132,WHITTIER EL,REGULAR INSTRUCTIONAL,,2004 N MARRS,AMARILLO,TX,79107-6943,2004 N MARRS,AMARILLO,TX,79107-6943,(806) 381-7275,(806) 381-7322,bea.enevoldsen@amaisd.org,www.amaisd.org/whittier,MS BEA ENEVOLDSEN   ,'EE-05,630,Active, ,7/24/13 5:35
'188901133,WILLS EL,REGULAR INSTRUCTIONAL,,3500 W 11TH,AMARILLO,TX,79106-6435,3500 W 11TH,AMARILLO,TX,79106-6435,(806) 326-5650,(806) 371-5781,chris.altman@amaisd.org,www.amaisd.org/wills,MRS CHRIS ALTMAN   ,'EE-05,561,Active, ,7/24/13 5:35
'188901134,MESA VERDE EL,REGULAR INSTRUCTIONAL,,4011 BEAVER,AMARILLO,TX,79107-7309,4011 BEAVER,AMARILLO,TX,79107-7309,(806) 326-4800, ,shelley.baloglou@amaisd.org,www.amaisd.org/mverde,MRS SHELLEY BALOGLOU   ,'EE-05,508,Active, ,7/24/13 5:35
'188901135,WOLFLIN EL,REGULAR INSTRUCTIONAL,,2026 S HUGHES,AMARILLO,TX,79109-2309,2026 S HUGHES,AMARILLO,TX,79109-2309,(806) 371-5790, ,kelly.simpson@amaisd.org,www.amaisd.org/wolflin,MRS KELLY SIMPSON   ,'EE-05,410,Active, ,7/24/13 5:35
'188901139,PUCKETT EL,REGULAR INSTRUCTIONAL,,6700 OAKHURST,AMARILLO,TX,79109-5026,6700 OAKHURST,AMARILLO,TX,79109-5026,(806) 354-4630,(806) 356-4833,jeanine.powell@amaisd.org,www.amaisd.org/puckett,MRS JEANINE POWELL   ,'EE-05,346,Active, ,7/24/13 5:35
'188901140,SLEEPY HOLLOW EL,REGULAR INSTRUCTIONAL,,3435 REEDER,AMARILLO,TX,79121-1522,3435 REEDER,AMARILLO,TX,79121-1522,(806) 354-4650,(806) 354-5079,doneice.ray@amaisd.org,www.amaisd.org/SleepyHollow,MRS DONEICE RAY   ,'EE-05,556,Active, ,7/24/13 5:35
'188901141,WINDSOR EL,REGULAR INSTRUCTIONAL,,6700 HYDE PKWY,AMARILLO,TX,79109-6574,6700 HYDE PKWY,AMARILLO,TX,79109-6574,(806) 326-5700,(806) 356-4846,charla.cobb@amaisd.org,www.amaisd.org/windsor,MRS CHARLA COBB   ,'EE-05,495,Active, ,7/24/13 5:35
'188901143,TRADEWIND EL,REGULAR INSTRUCTIONAL,,4300 WILLIAMS,AMARILLO,TX,79118,4300 WILLIAMS,AMARILLO,TX,79118,(806) 326-5500, ,kim.bentley@amaisd.org,,MRS KIM BENTLEY   ,'EE-05,636,Active,6/5/07,7/24/13 5:35
'192901101,REAGAN COUNTY EL,REGULAR INSTRUCTIONAL,,501 N TEXAS ST,BIG LAKE,TX,76932-3513,501 N TEXAS AVE,BIG LAKE,TX,76932-3513,(325) 884-3705 ext:464 ,(325) 884-2194,mandy.traylor@reagancountyisd.net,rcisd.esc18.net,MRS AMANDA TRAYLOR   ,'EE-05,458,Active, ,7/24/13 5:35
'194904103,CHEATHAM EL,REGULAR INSTRUCTIONAL,,1500 W MAIN ST,CLARKSVILLE,TX,75426-1016,1106 CLARENCE NIX JR DR,CLARKSVILLE,TX,75426-1016,(903) 427-3891 ext:300 ,(903) 427-1747,mwhitehouse@clarksvilleisd.org,www.clarksvilleisd.net,MS MARIANNE WHITEHOUSE   ,'EE-05,320,Active, ,7/24/13 5:35
'194905101,DETROIT EL,REGULAR INSTRUCTIONAL,,110 E GARNER,DETROIT,TX,75436-9506,HWY 82,DETROIT,TX,75436-9506,(903) 674-3137,(903) 674-2407,,,MRS ELLA DUREN   ,'EE-05,242,Active, ,7/24/13 5:35
'200901101,BALLINGER EL,REGULAR INSTRUCTIONAL,,P O BOX 231,BALLINGER,TX,76821-0231,800 BROAD AVE,BALLINGER,TX,76821-0231,(325) 365-3527,(325) 365-2943,jamie.rouse@ballingerisd.net,www.ballingerisd.net,JAMIE ROUSE   ,'EE-05,463,Active, ,7/24/13 5:35
'200902180,GRAPE CREEK SPECIAL PROGRAM,ALTERNATIVE INSTRUCTIONAL,,P O BOX 308,MILES,TX,76861-0308,1001 ROBINSON,MILES,TX,76861-0308, , ,,,    ,'EE-05,0,Active,7/1/95,7/24/13 5:35
'200904101,WINTERS EL,REGULAR INSTRUCTIONAL,,603 N HEIGHTS ST,WINTERS,TX,79567-4003,603 N HEIGHTS ST,WINTERS,TX,79567-4003,(325) 754-5577 ext:1125,(325) 754-4686,sammy.edwards@wintersisd.org,www.wintersisd.org,MRS SAMMY EDWARDS   ,'EE-05,329,Active, ,7/24/13 5:35
'201907101,MT ENTERPRISE ELEMENTARY,REGULAR INSTRUCTIONAL,,301 NW 3RD ST,MT ENTERPRISE,TX,75681,301 NW 3RD ST,MT ENTERPRISE,TX,75681,(903) 822-3545,(903) 822-3633,meisd@meisd.esc7.net,www.meisd.esc7.net,MR ANDREW LEE   ,'EE-05,186,Active, ,7/24/13 5:35
'202905102,WEST SABINE EL,REGULAR INSTRUCTIONAL,,P O BOX 869,PINELAND,TX,75968-0869,459 TEMPLE RD N,PINELAND,TX,75968-0869,(409) 584-2205,(409) 584-3096,debbie.lane@westsabineisd.net,www.westsabineisd.net,MRS DEBORAH LANE   ,'EE-05,318,Active, ,7/24/13 5:35
'203901102,SAN AUGUSTINE EL,REGULAR INSTRUCTIONAL,,101 S MILAM ST,SAN AUGUSTINE,TX,75972-2232,101 S MILAM ST,SAN AUGUSTINE,TX,75972-2232,(936) 275-3424,(936) 275-9719,wkey@saisd.us,,MR ZACHARY WEEMS   ,'EE-05,474,Active, ,7/24/13 5:35
'205905101,ODEM EL,REGULAR INSTRUCTIONAL,,1 OWL SQ,ODEM,TX,78370,1 OWL SQ,ODEM,TX,78370,(361) 368-3881 ext:235 ,(361) 368-2317,kieschnickj@oeisd.org,www.oeisd.org,MRS JANA KIESCHNICK   ,'EE-05,489,Active, ,7/24/13 5:35
'205907101,WOODROE PETTY EL,REGULAR INSTRUCTIONAL,,400 COLLEGE ST,TAFT,TX,78390-3016,401 PEACH STREEET,TAFT,TX,78390-3016,(361) 528-2636 ext:2622,(361) 528-2717,jblankenship@taftisd.net,taftisd.net,JILL BLANKENSHIP   ,'EE-05,543,Active, ,7/24/13 5:35
'210902102,JOAQUIN EL,REGULAR INSTRUCTIONAL,,11109 HWY 84 E,JOAQUIN,TX,75954,120 SOUTHERN AVE,JOAQUIN,TX,75954,(936) 269-3258 ext:321 ,(936) 269-3324,sgraves@joaquinisd.net,www.joaquinisd.net,SHERYL GRAVES   ,'EE-05,372,Active, ,7/24/13 5:35
'212904102,TROUP EL,REGULAR INSTRUCTIONAL,,P O BOX 578,TROUP,TX,75789-0578,201 E BRYANT ST,TROUP,TX,75789-1346,(903) 842-3071,(903) 842-4563,,,MRS DEBBIE MOXLEY   ,'EE-05,545,Active, ,7/24/13 5:35
'212905101,T J AUSTIN ELEMENTARY,REGULAR INSTRUCTIONAL,,1105 W FRANKLIN,TYLER,TX,75702,1105 W FRANKLIN,TYLER,TX,75702,(903) 262-1765,(903) 262-1767,carolyn.williams@tylerisd.org,,MRS CAROLYN WILLIAMS   ,'EE-05,475,Active, ,7/24/13 5:35
'212905102,BELL EL,REGULAR INSTRUCTIONAL,,1409 HANKERSON ST,TYLER,TX,75701-4521,1409 HANKERSON ST,TYLER,TX,75701-4521,(903) 262-1820,(903) 262-1821,keri.hampton@tylerisd.org,,MRS KERI HAMPTON   ,'EE-05,453,Active, ,7/24/13 5:35
'212905103,BIRDWELL EL,REGULAR INSTRUCTIONAL,,2010 TALLEY AVE,TYLER,TX,75701,2010 TALLEY AVE,TYLER,TX,75701,(903) 262-1870,(903) 262-1871,donna.bundy@tylerisd.org,,MRS DONNA BUNDY   ,'EE-05,481,Active, ,7/24/13 5:35
'212905104,BONNER ELEMENTARY,REGULAR INSTRUCTIONAL,,235 S SAUNDERS,TYLER,TX,75702,235 S SAUNDERS,TYLER,TX,75702,(903) 262-1920,(903) 262-1921,deborah.thompson@tylerisd.org,,MS SUSAN LIMMER   ,'EE-05,443,Active, ,7/24/13 5:35
'212905106,CLARKSTON EL,REGULAR INSTRUCTIONAL,,2915 WILLIAMSBURG,TYLER,TX,75701-6534,2915 WILLIAMSBURG,TYLER,TX,75701-6534,(903) 262-1980,(903) 262-1981,kathryn.letsinger@tylerisd.org,,MRS GRETCHEN NABI   ,'EE-05,375,Active, ,7/24/13 5:35
'212905107,DIXIE EL,REGULAR INSTRUCTIONAL,,213 PATTON LN,TYLER,TX,75704-9455,213 PATTON LN,TYLER,TX,75704-9455,(903) 262-2040,(903) 262-2041,joanne.saul@tylerisd.org,,MRS JOANNE SAUL   ,'EE-05,575,Active, ,7/24/13 5:35
'212905108,DOUGLAS ELEMENTARY,REGULAR INSTRUCTIONAL,,1525 CARLYLE,TYLER,TX,75702-3483,1525 CARLYLE,TYLER,TX,75702-3483,(903) 262-2100,(903) 262-2101,christy.roach@tylerisd.org,,MRS CHRISTY ROACH   ,'EE-05,728,Active, ,7/24/13 5:35
'212905109,OWENS ELEMENTARY,REGULAR INSTRUCTIONAL,,11780 C R 168,TYLER,TX,75703-9634,11780 C R 168,TYLER,TX,75703-9634,(903) 262-2175,(903) 262-2176,linda.payne@tylerisd.org,,MRS LINDA PAYNE   ,'EE-05,652,Active, ,7/24/13 5:35
'212905110,CALDWELL EL ARTS ACADEMY,REGULAR INSTRUCTIONAL,,331 S COLLEGE,TYLER,TX,75702,331 S COLLEGE,TYLER,TX,75702,(903) 262-2250,(903) 262-2252,forrest.kaiser@tylerisd.org,,MR FORREST KAISER   ,'EE-05,668,Active, ,7/24/13 5:35
'212905111,GRIFFIN EL,REGULAR INSTRUCTIONAL,,2650 N BROADWAY AVE,TYLER,TX,75702,2650 N BROADWAY AVE,TYLER,TX,75702,(903) 262-2310,(903) 262-2311,cynthia.howland@tylerisd.org,,MS CYNTHIA HOWLAND   ,'EE-05,675,Active, ,7/24/13 5:35
'212905112,JONES EL,REGULAR INSTRUCTIONAL,,3450 CHANDLER HWY,TYLER,TX,75702,3450 CHANDLER HWY,TYLER,TX,75702,(903) 262-2360,(903) 262-2362,patricia.lewis@tylerisd.org,,MS PATRICIA LEWIS   ,'EE-05,358,Active, ,7/24/13 5:35
'212905114,ORR EL,REGULAR INSTRUCTIONAL,,3350 PINE HAVEN RD,TYLER,TX,75702,3350 PINE HAVEN RD,TYLER,TX,75702,(903) 262-2400,(903) 262-2401,walter.perez@tylerisd.org,,MR WALTER PEREZ   ,'EE-05,596,Active, ,7/24/13 5:35
'212905115,PEETE EL,REGULAR INSTRUCTIONAL,,1511 BELLWOOD DR,TYLER,TX,75701-1210,1511 BELLWOOD DR,TYLER,TX,75701-1210,(903) 262-2460,(903) 262-2461,john.dees@tylerisd.org,,MR JOHN DEES   ,'EE-05,381,Active, ,7/24/13 5:35
'212905116,RAMEY EL,REGULAR INSTRUCTIONAL,,2000 N FOREST,TYLER,TX,75702-3959,2000 N FOREST,TYLER,TX,75702-3959,(903) 262-2505,(903) 262-2506,alfreddie.felder@tylerisd.org,,DR ALFREDDIE FELDER   ,'EE-05,555,Active, ,7/24/13 5:35
'212905117,RICE EL,REGULAR INSTRUCTIONAL,,409 CARRIAGE DR,TYLER,TX,75703-3604,409 CARRIAGE DR,TYLER,TX,75703-3604,(903) 262-2555,(903) 262-2556,shelly.bosley@tylerisd.org,,MRS SHELLY BOSLEY   ,'EE-05,686,Active, ,7/24/13 5:35
